agent_id,from_epoch,to_epoch,from_score,to_score,score_delta,games,wins,losses,ties,net_wins,opponent_score_mean,internal,outcome_complete,next_games,next_wins,next_losses,next_ties,next_net_wins,next_opponent_score_mean,next_outcome_complete
6480516,1,2,23.780687501765644,23.68473460030556,-0.09595290146008395,1,1,0,0,1,20.143510698463064,True,True,1,0,1,0,-1,23.802451822222054,True
6480516,2,3,23.68473460030556,23.66984429555111,-0.014890304754452188,1,0,1,0,-1,23.802451822222054,True,True,3,1,2,0,-1,25.253636143961657,True
6480516,3,4,23.66984429555111,21.94632714910374,-1.7235171464473673,3,1,2,0,-1,25.253636143961657,True,True,60,27,33,0,-6,23.48604826807909,True
6480516,4,5,21.94632714910374,22.714385299315868,0.7680581502121271,60,27,33,0,-6,23.48604826807909,True,True,5,2,3,0,-1,23.035760298622517,True
6480516,5,6,22.714385299315868,21.94632714910374,-0.7680581502121271,5,2,3,0,-1,23.035760298622517,True,True,49,17,32,0,-15,23.73050067235784,True
6480516,6,7,21.94632714910374,22.606818120186528,0.6604909710827869,49,17,32,0,-15,23.73050067235784,True,True,13,10,3,0,7,21.942390424957456,True
6480516,7,8,22.606818120186528,22.866040168867574,0.25922204868104615,13,10,3,0,7,21.942390424957456,True,True,5,4,1,0,3,21.02909056947944,False
6480520,0,1,25.56228674988132,24.13309200863812,-1.429194741243201,19,11,8,0,3,24.08294354666712,False,False,2,1,1,0,0,23.035760298622517,True
6480520,1,2,24.13309200863812,24.23615646513053,0.1030644564924117,2,1,1,0,0,23.035760298622517,True,True,2,2,0,0,2,23.035760298622517,True
6480520,2,3,24.23615646513053,25.56228674988132,1.3261302847507892,2,2,0,0,2,23.035760298622517,True,True,113,59,54,0,5,26.398309047077092,True
6480520,3,4,25.56228674988132,25.572655762921247,0.01036901303992721,113,59,54,0,5,26.398309047077092,True,True,1,1,0,0,1,16.926458111939738,False
6480540,0,1,29.51677593634902,28.501497107370568,-1.0152788289784525,1,0,1,0,-1,25.590998856791742,False,False,4,4,0,0,4,20.36425451903074,True
6480540,1,2,28.501497107370568,29.51677593634902,1.0152788289784525,4,4,0,0,4,20.36425451903074,True,True,1,1,0,0,1,25.300558089344868,False
6480540,2,3,29.51677593634902,29.060386694500846,-0.456389241848175,1,1,0,0,1,25.300558089344868,True,False,10,9,1,0,8,26.343039768463562,False
6480540,3,4,29.060386694500846,29.51677593634902,0.456389241848175,10,9,1,0,8,26.343039768463562,True,False,135,83,52,0,31,27.042401969104613,False
6480541,0,1,26.615830386379407,26.298743556011857,-0.3170868303675505,5,3,2,0,1,25.300558089344868,False,False,11,7,4,0,3,25.374520779854347,False
6480541,1,2,26.298743556011857,26.615830386379407,0.3170868303675505,11,7,4,0,3,25.374520779854347,True,False,135,60,75,0,-15,27.218195177810532,False
6480543,0,1,24.227862208772496,24.31004414623405,0.08218193746155222,88,49,39,0,10,24.375296489753048,False,False,10,1,9,0,-8,25.387955814360513,True
6480543,1,2,24.31004414623405,24.227862208772496,-0.08218193746155222,10,1,9,0,-8,25.387955814360513,True,True,37,17,20,0,-3,24.89474530299903,True
6480543,2,3,24.227862208772496,24.293487915699377,0.06562570692688041,37,17,20,0,-3,24.89474530299903,True,True,1,1,0,0,1,21.991706217655032,False
6480545,0,1,22.64972073946368,23.43458728036656,0.784866540902879,22,8,14,0,-6,22.513686883670804,False,False,1,1,0,0,1,23.802451822222054,True
6480545,1,2,23.43458728036656,22.64972073946368,-0.784866540902879,1,1,0,0,1,23.802451822222054,True,True,57,31,26,0,5,23.75399581740573,True
6480545,2,3,22.64972073946368,23.05052810747511,0.4008073680114279,57,31,26,0,5,23.75399581740573,True,True,5,3,2,0,1,23.035760298622517,True
6480545,3,4,23.05052810747511,22.64972073946368,-0.4008073680114279,5,3,2,0,1,23.035760298622517,True,True,50,15,35,0,-20,23.89902780446064,True
