agent_id,from_epoch,to_epoch,from_score,to_score,score_delta,games,wins,losses,ties,net_wins,opponent_score_mean,internal,outcome_complete,next_games,next_wins,next_losses,next_ties,next_net_wins,next_opponent_score_mean,next_outcome_complete
6480545,4,5,22.64972073946368,23.01984351638693,0.3701227769232496,50,15,35,0,-20,23.89902780446064,True,True,4,4,0,0,4,22.1704616509147,False
6480941,0,1,24.21856202738273,24.300579014520295,0.082016987137564,9,2,7,0,-5,25.21079884191824,False,False,6,5,1,0,4,25.253636143961657,True
6480941,1,2,24.300579014520295,24.31941427384982,0.018835259329524234,6,5,1,0,4,25.253636143961657,True,True,1,1,0,0,1,26.30605586442285,True
6480941,2,3,24.31941427384982,24.21856202738273,-0.10085224646708824,1,1,0,0,1,26.30605586442285,True,True,66,37,29,0,8,24.607622235720665,True
6480941,3,4,24.21856202738273,25.20922969533244,0.9906676679497082,66,37,29,0,8,24.607622235720665,True,True,10,5,5,0,0,25.937787157940438,True
6480941,4,5,25.20922969533244,24.21856202738273,-0.9906676679497082,10,5,5,0,0,25.937787157940438,True,True,43,14,29,0,-15,26.112191817290945,True
6480941,5,6,24.21856202738273,24.298661705437112,0.08009967805438123,43,14,29,0,-15,26.112191817290945,True,True,1,1,0,0,1,22.1704616509147,False
6480943,0,1,22.456193095304016,21.728489450928794,-0.7277036443752216,36,16,20,0,-4,21.41045040952552,False,False,3,3,0,0,3,21.31372020702978,True
6480943,1,2,21.728489450928794,21.64173227631952,-0.08675717460927501,3,3,0,0,3,21.31372020702978,True,True,1,0,1,0,-1,23.802451822222054,True
6480943,2,3,21.64173227631952,22.456193095304016,0.8144608189844966,1,0,1,0,-1,23.802451822222054,True,True,33,20,13,0,7,22.676823583496308,True
6480943,3,4,22.456193095304016,22.7310532389923,0.27486014368828293,33,20,13,0,7,22.676823583496308,True,True,16,10,6,0,4,23.035760298622517,True
6480943,4,5,22.7310532389923,22.456193095304016,-0.27486014368828293,16,10,6,0,4,23.035760298622517,True,True,49,20,29,0,-9,23.159350350425434,True
6480943,5,6,22.456193095304016,21.779059483146224,-0.6771336121577924,49,20,29,0,-9,23.159350350425434,True,True,11,2,9,0,-7,22.089209181251213,True
6480943,6,7,21.779059483146224,22.172554308634343,0.3934948254881192,11,2,9,0,-7,22.089209181251213,True,True,24,14,10,0,4,21.10691625737799,False
6480947,0,1,23.24096612822991,23.597183616675284,0.35621748844537393,5,2,3,0,-1,21.89073115154702,False,False,1,0,1,0,-1,23.802451822222054,True
6480947,1,2,23.597183616675284,23.24096612822991,-0.35621748844537393,1,0,1,0,-1,23.802451822222054,True,True,69,30,39,0,-9,23.578898886172873,True
6480947,2,3,23.24096612822991,22.99394153452439,-0.24702459370552177,69,30,39,0,-9,23.578898886172873,True,True,5,5,0,0,5,23.035760298622517,True
6480947,3,4,22.99394153452439,23.24096612822991,0.24702459370552177,5,5,0,0,5,23.035760298622517,True,True,56,27,29,0,-2,24.239045099802823,True
6480947,4,5,23.24096612822991,23.228514647316842,-0.012451480913068025,56,27,29,0,-2,24.239045099802823,True,True,2,1,1,0,0,22.1704616509147,False
6481139,0,1,24.10397754397735,24.739305247666714,0.635327703689363,23,15,8,0,7,18.406059300523196,False,False,5,4,1,0,3,19.671034736633015,True
6481139,1,2,24.739305247666714,24.10397754397735,-0.635327703689363,5,4,1,0,3,19.671034736633015,True,True,10,6,4,0,2,24.898042793204723,True
6481139,2,3,24.10397754397735,25.10913204964577,1.0051545056684184,10,6,4,0,2,24.898042793204723,True,True,5,3,2,0,1,25.910400289585624,True
6481139,3,4,25.10913204964577,24.10397754397735,-1.0051545056684184,5,3,2,0,1,25.910400289585624,True,True,1,1,0,0,1,15.434958785266105,True
6481139,4,5,24.10397754397735,25.003674132501825,0.8996965885244741,1,1,0,0,1,15.434958785266105,True,True,4,1,3,0,-2,25.253636143961657,True
6481139,5,6,25.003674132501825,24.84437434741966,-0.15929978508216536,4,1,3,0,-2,25.253636143961657,True,True,2,0,2,0,-2,26.30605586442285,True
6481139,6,7,24.84437434741966,24.10397754397735,-0.7403968034423087,2,0,2,0,-2,26.30605586442285,True,True,31,14,17,0,-3,24.528607664973595,True
6481139,7,8,24.10397754397735,24.312426573684675,0.20844902970732448,31,14,17,0,-3,24.528607664973595,True,True,2,1,1,0,0,23.035760298622517,True
6481139,8,9,24.312426573684675,24.10397754397735,-0.20844902970732448,2,1,1,0,0,23.035760298622517,True,True,26,11,15,0,-4,25.146093000568875,True
6481139,9,10,24.10397754397735,24.312426573684675,0.20844902970732448,26,11,15,0,-4,25.146093000568875,True,True,2,1,1,0,0,24.873593449254138,True
6481139,10,11,24.312426573684675,24.10397754397735,-0.20844902970732448,2,1,1,0,0,24.873593449254138,True,True,25,10,15,0,-5,25.972744720480616,True
6481139,11,12,24.10397754397735,24.142152908688203,0.03817536471085248,25,10,15,0,-5,25.972744720480616,True,True,1,1,0,0,1,16.926458111939738,False
6481141,0,1,27.212959348460178,24.746979004735707,-2.465980343724471,2,2,0,0,2,20.13308335673207,False,False,1,1,0,0,1,25.300558089344868,False
6481141,1,2,24.746979004735707,27.856455675679364,3.109476670943657,1,1,0,0,1,25.300558089344868,True,False,10,4,6,0,-2,26.269559430591222,False
6481141,2,3,27.856455675679364,24.746979004735707,-3.109476670943657,10,4,6,0,-2,26.269559430591222,True,False,135,50,85,0,-35,26.701327168319704,False
6481142,0,1,24.221666243547556,23.773690954396226,-0.44797528915133,23,11,12,0,-1,24.917274266792933,False,False,5,0,5,0,-5,25.253636143961657,True
6481142,1,2,23.773690954396226,24.221666243547556,0.44797528915133,5,0,5,0,-5,25.253636143961657,True,True,54,25,29,0,-4,23.544436313800073,True
6481142,2,3,24.221666243547556,23.741763039143045,-0.4799032044045113,54,25,29,0,-4,23.544436313800073,True,True,6,3,3,0,0,23.035760298622517,True
6481142,3,4,23.741763039143045,24.221666243547556,0.4799032044045113,6,3,3,0,0,23.035760298622517,True,True,47,25,22,0,3,25.46086345369831,True
6481142,4,5,24.221666243547556,24.280734086936413,0.05906784338885629,47,25,22,0,3,25.46086345369831,True,True,1,1,0,0,1,21.052843999043848,False
6481143,0,1,22.21625942236662,23.06900498508326,0.8527455627166418,31,14,17,0,-3,22.269441700608695,False,False,1,0,1,0,-1,26.30605586442285,True
6481143,1,2,23.06900498508326,22.21625942236662,-0.8527455627166418,1,0,1,0,-1,26.30605586442285,True,True,58,26,32,0,-6,23.133984632963575,True
6481143,2,3,22.21625942236662,22.089285527210393,-0.12697389515622604,58,26,32,0,-6,23.133984632963575,True,True,3,0,3,0,-3,23.035760298622517,True
6481143,3,4,22.089285527210393,22.21625942236662,0.12697389515622604,3,0,3,0,-3,23.035760298622517,True,True,42,17,25,0,-8,23.996236678529492,True
6481143,4,5,22.21625942236662,22.249625629896048,0.033366207529429204,42,17,25,0,-8,23.996236678529492,True,True,17,9,8,0,1,21.656038369961866,True
6481143,5,6,22.249625629896048,22.781217069994057,0.5315914400980084,17,9,8,0,1,21.656038369961866,True,True,19,13,6,0,7,21.00194767105057,False
6481225,0,1,23.757336704336957,23.51148712660982,-0.24584957772713878,15,7,8,0,-1,23.88305609573819,False,False,2,0,2,0,-2,23.802451822222054,True
6481225,1,2,23.51148712660982,23.757336704336957,0.24584957772713878,2,0,2,0,-2,23.802451822222054,True,True,54,30,24,0,6,23.532579132619357,True
6481225,2,3,23.757336704336957,23.919703128331516,0.16236642399455903,54,30,24,0,6,23.532579132619357,True,True,2,1,1,0,0,23.035760298622517,True
6481225,3,4,23.919703128331516,23.757336704336957,-0.16236642399455903,2,1,1,0,0,23.035760298622517,True,True,63,28,35,0,-7,24.776147804491885,True
6481225,4,5,23.757336704336957,23.65531552203344,-0.10202118230351687,63,28,35,0,-7,24.776147804491885,True,True,1,0,1,0,-1,22.1704616509147,False
6481252,0,1,21.766722455583473,22.307178051918623,0.5404555963351498,37,16,21,0,-5,22.066024003600816,False,False,1,0,1,0,-1,21.27007197756556,True
6481252,1,2,22.307178051918623,22.397290482664403,0.0901124307457799,1,0,1,0,-1,21.27007197756556,True,True,3,2,1,0,1,23.802451822222054,True
6481252,2,3,22.397290482664403,22.407438745507115,0.010148262842712086,3,2,1,0,1,23.802451822222054,True,True,2,2,0,0,2,26.30605586442285,True
6481252,3,4,22.407438745507115,21.766722455583473,-0.6407162899236418,2,2,0,0,2,26.30605586442285,True,True,49,20,29,0,-9,23.35996551907965,True
6481252,4,5,21.766722455583473,22.053904961445316,0.2871825058618427,49,20,29,0,-9,23.35996551907965,True,True,2,0,2,0,-2,23.035760298622517,True
6481252,5,6,22.053904961445316,21.766722455583473,-0.2871825058618427,2,0,2,0,-2,23.035760298622517,True,True,41,17,24,0,-7,23.871083589887117,True
6481252,6,7,21.766722455583473,21.195991767251385,-0.5707306883320875,41,17,24,0,-7,23.871083589887117,True,True,10,2,8,0,-6,21.431379859086196,True
6481252,7,8,21.195991767251385,21.235174972636425,0.039183205385040054,10,2,8,0,-6,21.431379859086196,True,True,18,9,9,0,0,21.124940343489367,False
6481270,0,1,23.442797496354817,23.842423297000018,0.39962580064520026,11,3,8,0,-5,23.085453560068977,False,False,1,1,0,0,1,23.802451822222054,True
6481270,1,2,23.842423297000018,23.873565446954572,0.031142149954554554,1,1,0,0,1,23.802451822222054,True,True,2,1,1,0,0,25.253636143961657,True
6481270,2,3,23.873565446954572,23.904407436245435,0.030841989290863125,2,1,1,0,0,25.253636143961657,True,True,1,1,0,0,1,26.30605586442285,True
6481270,3,4,23.904407436245435,23.442797496354817,-0.46160993989061794,1,1,0,0,1,26.30605586442285,True,True,61,27,34,0,-7,23.654072000402437,True
6481270,4,5,23.442797496354817,23.176383974514764,-0.26641352184005385,61,27,34,0,-7,23.654072000402437,True,True,6,4,2,0,2,23.035760298622517,True
6481270,5,6,23.176383974514764,23.442797496354817,0.26641352184005385,6,4,2,0,2,23.035760298622517,True,True,54,23,31,0,-8,24.66430406964662,True
6481270,6,7,23.442797496354817,23.61420964337164,0.17141214701682372,54,23,31,0,-8,24.66430406964662,True,True,2,2,0,0,2,22.1704616509147,False
6481397,0,1,26.976497626581786,27.01259064743642,0.03609302085463284,1,1,0,0,1,23.260858532063047,False,False,10,5,5,0,0,25.792057563099036,False
6481397,1,2,27.01259064743642,26.976497626581786,-0.03609302085463284,10,5,5,0,0,25.792057563099036,True,False,135,64,71,0,-7,27.069362260193255,False
6481504,0,1,27.193032817961527,27.211718522863947,0.018685704902420497,5,3,2,0,1,26.439571814599685,False,False,10,6,4,0,2,26.251209400902805,False
6481504,1,2,27.211718522863947,27.193032817961527,-0.018685704902420497,10,6,4,0,2,26.251209400902805,True,False,135,66,69,0,-3,26.84274132191576,False
6481504,2,3,27.193032817961527,27.220747484792135,0.02771466683060808,135,66,69,0,-3,26.84274132191576,True,False,1,1,0,0,1,22.1704616509147,False
6481547,0,1,23.91057757936828,24.79721807406401,0.8866404946957296,30,17,13,0,4,23.743539894051384,False,False,1,0,1,0,-1,23.802451822222054,True
6481547,1,2,24.79721807406401,24.571002503099685,-0.22621557096432454,1,0,1,0,-1,23.802451822222054,True,True,5,1,4,0,-3,25.253636143961657,True
6481547,2,3,24.571002503099685,24.553991692021896,-0.0170108110777889,5,1,4,0,-3,25.253636143961657,True,True,1,0,1,0,-1,26.30605586442285,True
6481547,3,4,24.553991692021896,23.91057757936828,-0.6434141126536161,1,0,1,0,-1,26.30605586442285,True,True,48,19,29,0,-10,24.063146403729107,True
6481547,4,5,23.91057757936828,23.5537099640584,-0.35686761530988065,48,19,29,0,-10,24.063146403729107,True,True,5,0,5,0,-5,23.035760298622517,True
6481547,5,6,23.5537099640584,23.91057757936828,0.35686761530988065,5,0,5,0,-5,23.035760298622517,True,True,5,4,1,0,3,24.023944697892553,True
6481547,6,7,23.91057757936828,23.93183338431102,0.021255804942740042,5,4,1,0,3,24.023944697892553,True,True,2,1,1,0,0,23.4001591732757,True
6481547,7,8,23.93183338431102,23.91057757936828,-0.021255804942740042,2,1,1,0,0,23.4001591732757,True,True,13,6,7,0,-1,23.96432788563888,True
6481547,8,9,23.91057757936828,23.93183338431102,0.021255804942740042,13,6,7,0,-1,23.96432788563888,True,True,3,2,1,0,1,26.52670050358507,True
6481547,9,10,23.93183338431102,23.91057757936828,-0.021255804942740042,3,2,1,0,1,26.52670050358507,True,True,1,1,0,0,1,26.521633876146247,True
6481547,10,11,23.91057757936828,23.5537099640584,-0.35686761530988065,1,1,0,0,1,26.521633876146247,True,True,1,0,1,0,-1,24.873593449254138,True
6481547,11,12,23.5537099640584,23.91057757936828,0.35686761530988065,1,0,1,0,-1,24.873593449254138,True,True,20,11,9,0,2,26.049781948924398,True
6481547,12,13,23.91057757936828,23.93183338431102,0.021255804942740042,20,11,9,0,2,26.049781948924398,True,True,1,1,0,0,1,15.202420446910114,True
6481547,13,14,23.93183338431102,23.92345838350242,-0.008375000808598543,1,1,0,0,1,15.202420446910114,True,True,2,1,1,0,0,21.31364269860144,False
6482016,0,1,22.566882155696025,25.10297597892462,2.536093823228594,15,8,7,0,1,24.884995182998527,False,False,3,3,0,0,3,23.802451822222054,True
6482016,1,2,25.10297597892462,24.960816144648778,-0.14215983427584078,3,3,0,0,3,23.802451822222054,True,True,13,5,8,0,-3,25.253636143961657,True
6482016,2,3,24.960816144648778,24.879262371841325,-0.08155377280745313,13,5,8,0,-3,25.253636143961657,True,True,1,0,1,0,-1,26.30605586442285,True
6482016,3,4,24.879262371841325,22.566882155696025,-2.3123802161453,1,0,1,0,-1,26.30605586442285,True,True,41,15,26,0,-11,23.841300675377717,True
6482016,4,5,22.566882155696025,23.16643570515055,0.5995535494545265,41,15,26,0,-11,23.841300675377717,True,True,5,2,3,0,-1,23.035760298622517,True
6482016,5,6,23.16643570515055,22.566882155696025,-0.5995535494545265,5,2,3,0,-1,23.035760298622517,True,True,59,20,39,0,-19,24.147850392776846,True
6482016,6,7,22.566882155696025,22.560704472660284,-0.006177683035740955,59,20,39,0,-19,24.147850392776846,True,True,4,2,2,0,0,22.125772792599783,True
6482016,7,8,22.560704472660284,22.490941033676627,-0.06976343898365656,4,2,2,0,0,22.125772792599783,True,True,19,9,10,0,-1,21.197934844963626,False
6482055,0,1,25.590998856791742,26.371995954777343,0.7809970979856011,6,2,4,0,-2,26.004461588858543,False,False,1,0,1,0,-1,26.52670050358507,False
6482055,1,2,26.371995954777343,26.45181729213561,0.0798213373582648,1,0,1,0,-1,26.52670050358507,True,False,9,4,5,0,-1,26.016531794914215,False
6482055,2,3,26.45181729213561,25.590998856791742,-0.8608184353438659,9,4,5,0,-1,26.016531794914215,True,False,136,58,78,0,-20,26.723215162991792,False
6482055,3,4,25.590998856791742,25.4460599607058,-0.14493889608594301,136,58,78,0,-20,26.723215162991792,True,False,1,0,1,0,-1,21.604189213539005,False
6482167,0,1,25.420026773618517,25.393224819892996,-0.026801953725520633,6,4,2,0,2,25.253636143961657,False,False,8,3,5,0,-2,26.30605586442285,True
6482167,1,2,25.393224819892996,24.758464617670466,-0.6347602022225303,8,3,5,0,-2,26.30605586442285,True,True,44,23,21,0,2,24.862494900001547,True
6482167,2,3,24.758464617670466,25.447200059218257,0.6887354415477915,44,23,21,0,2,24.862494900001547,True,True,10,5,5,0,0,25.53491649010519,True
6482167,3,4,25.447200059218257,24.758464617670466,-0.6887354415477915,10,5,5,0,0,25.53491649010519,True,True,68,26,42,0,-16,26.54345832038857,False
6483325,0,1,22.614475432077523,22.44865652437212,-0.16581890770540397,57,37,20,0,17,20.6880774366234,False,False,2,1,1,0,0,21.27007197756556,True
6483325,1,2,22.44865652437212,22.261714195873232,-0.18694232849888692,2,1,1,0,0,21.27007197756556,True,True,6,2,4,0,-2,23.802451822222054,True
6483325,2,3,22.261714195873232,22.109811949793126,-0.15190224608010539,6,2,4,0,-2,23.802451822222054,True,True,1,0,1,0,-1,26.30605586442285,True
6483325,3,4,22.109811949793126,22.614475432077523,0.5046634822843963,1,0,1,0,-1,26.30605586442285,True,True,33,14,19,0,-5,23.286782634732464,True
6483325,4,5,22.614475432077523,22.385667612138448,-0.22880781993907462,33,14,19,0,-5,23.286782634732464,True,True,6,5,1,0,4,23.035760298622517,True
6483325,5,6,22.385667612138448,22.614475432077523,0.22880781993907462,6,5,1,0,4,23.035760298622517,True,True,31,15,16,0,-1,23.78778012344999,True
6483325,6,7,22.614475432077523,22.317921621204917,-0.2965538108726058,31,15,16,0,-1,23.78778012344999,True,True,5,1,4,0,-3,22.134710564262765,True
6483325,7,8,22.317921621204917,22.233235541488817,-0.08468607971609998,5,1,4,0,-3,22.134710564262765,True,True,18,9,9,0,0,20.947756780203317,False
6483545,0,1,25.30776123942276,27.933997416517485,2.626236177094725,4,3,1,0,2,22.375302195884025,False,False,3,3,0,0,3,17.17560248035719,True
6483545,1,2,27.933997416517485,25.30776123942276,-2.626236177094725,3,3,0,0,3,17.17560248035719,True,True,2,1,1,0,0,25.300558089344868,False
6483545,2,3,25.30776123942276,27.82515449994777,2.5173932605250116,2,1,1,0,0,25.300558089344868,True,False,10,6,4,0,2,26.0675486657813,False
6483545,3,4,27.82515449994777,25.30776123942276,-2.5173932605250116,10,6,4,0,2,26.0675486657813,True,False,86,37,49,0,-12,26.940715229831333,False
6483545,4,5,25.30776123942276,25.34089071244191,0.03312947301915159,86,37,49,0,-12,26.940715229831333,True,False,1,1,0,0,1,26.32295612788203,True
6483545,5,6,25.34089071244191,25.30776123942276,-0.03312947301915159,1,1,0,0,1,26.32295612788203,True,True,49,15,34,0,-19,27.259438498444528,True
6483545,6,7,25.30776123942276,25.34089071244191,0.03312947301915159,49,15,34,0,-19,27.259438498444528,True,True,1,1,0,0,1,15.202420446910114,True
6483545,7,8,25.34089071244191,25.37358005549703,0.03268934305511806,1,1,0,0,1,15.202420446910114,True,True,1,1,0,0,1,21.991706217655032,False
6491404,0,1,21.729849115343978,21.266184456564144,-0.46366465877983387,54,21,33,0,-12,20.594784692977317,False,False,4,1,3,0,-2,21.302808149663726,True
6491404,1,2,21.266184456564144,21.729849115343978,0.46366465877983387,4,1,3,0,-2,21.302808149663726,True,True,43,23,20,0,3,22.638440119863883,True
6491404,2,3,21.729849115343978,21.845005940517492,0.11515682517351422,43,23,20,0,3,22.638440119863883,True,True,2,1,1,0,0,23.035760298622517,True
6491404,3,4,21.845005940517492,21.729849115343978,-0.11515682517351422,2,1,1,0,0,23.035760298622517,True,True,37,15,22,0,-7,24.079745262656314,True
6491404,4,5,21.729849115343978,21.030627146147214,-0.6992219691967634,37,15,22,0,-7,24.079745262656314,True,True,12,2,10,0,-8,21.795477616847116,True
6491404,5,6,21.030627146147214,21.119788928413854,0.08916178226663973,12,2,10,0,-8,21.795477616847116,True,True,33,16,17,0,-1,21.06466483365167,False
6491563,0,1,26.410730602853533,25.66262177689606,-0.7481088259574733,2,0,2,0,-2,28.148092402481907,False,False,4,4,0,0,4,24.551654482201908,False
6491563,1,2,25.66262177689606,25.563223946630227,-0.09939783026583271,4,4,0,0,4,24.551654482201908,True,False,8,5,3,0,2,25.332845560956258,False
6491563,2,3,25.563223946630227,26.410730602853533,0.847506656223306,8,5,3,0,2,25.332845560956258,True,False,140,67,73,0,-6,26.941558485672275,False
6491563,3,4,26.410730602853533,26.49772866472152,0.08699806186798753,140,67,73,0,-6,26.941558485672275,True,False,1,1,0,0,1,20.442115210637674,False
6491567,0,1,21.74813943963865,21.127863422992114,-0.6202760166465353,73,42,31,0,11,21.029600511994346,False,False,1,1,0,0,1,20.181035606378913,True
6491567,1,2,21.127863422992114,21.74813943963865,0.6202760166465353,1,1,0,0,1,20.181035606378913,True,True,1,1,0,0,1,15.434958785266105,True
6491567,2,3,21.74813943963865,21.13554654170634,-0.6125928979323092,1,1,0,0,1,15.434958785266105,True,True,1,0,1,0,-1,21.401016665958227,True
6491567,3,4,21.13554654170634,21.051699166698363,-0.08384737500797712,1,0,1,0,-1,21.401016665958227,True,True,1,0,1,0,-1,26.30605586442285,True
6491567,4,5,21.051699166698363,21.74813943963865,0.6964402729402863,1,0,1,0,-1,26.30605586442285,True,True,36,16,20,0,-4,22.59829838874131,True
6491567,5,6,21.74813943963865,21.46734291702933,-0.2807965226093181,36,16,20,0,-4,22.59829838874131,True,True,1,0,1,0,-1,23.035760298622517,True
6491567,6,7,21.46734291702933,21.74813943963865,0.2807965226093181,1,0,1,0,-1,23.035760298622517,True,True,26,15,11,0,4,24.106242601648695,True
6491567,7,8,21.74813943963865,22.127908792773056,0.37976935313440663,26,15,11,0,4,24.106242601648695,True,True,22,13,9,0,4,21.802014394036348,True
6491567,8,9,22.127908792773056,22.180944952321433,0.053036159548376816,22,13,9,0,4,21.802014394036348,True,True,17,9,8,0,1,21.13966075914693,False
6512040,0,1,21.900202590309455,22.13642186255416,0.2362192722447034,73,35,38,0,-3,21.750457359039327,False,False,1,1,0,0,1,21.401016665958227,True
6512040,1,2,22.13642186255416,21.86355940678445,-0.27286245576970813,1,1,0,0,1,21.401016665958227,True,True,3,0,3,0,-3,23.802451822222054,True
6512040,2,3,21.86355940678445,21.8509645193986,-0.012594887385848352,3,0,3,0,-3,23.802451822222054,True,True,1,0,1,0,-1,26.30605586442285,True
6512040,3,4,21.8509645193986,21.900202590309455,0.04923807091085308,1,0,1,0,-1,26.30605586442285,True,True,46,21,25,0,-4,23.242721772833654,True
6512040,4,5,21.900202590309455,21.807512261654367,-0.0926903286550882,46,21,25,0,-4,23.242721772833654,True,True,8,4,4,0,0,23.035760298622517,True
6512040,5,6,21.807512261654367,21.900202590309455,0.0926903286550882,8,4,4,0,0,23.035760298622517,True,True,39,16,23,0,-7,23.344430955102794,True
6512040,6,7,21.900202590309455,22.473261440710267,0.5730588504008125,39,16,23,0,-7,23.344430955102794,True,True,19,13,6,0,7,21.905405087304697,True
6512040,7,8,22.473261440710267,22.822087718410856,0.3488262777005886,19,13,6,0,7,21.905405087304697,True,True,12,8,4,0,4,21.088892171266608,False
6512056,0,1,22.40312303651236,22.299356930451772,-0.10376610606058634,1,0,1,0,-1,28.501497107370568,False,False,117,69,48,0,21,20.8202116620342,True
6512056,1,2,22.299356930451772,22.52623360997361,0.22687667952183688,117,69,48,0,21,20.8202116620342,True,True,1,0,1,0,-1,25.253636143961657,True
6512056,2,3,22.52623360997361,22.299356930451772,-0.22687667952183688,1,0,1,0,-1,25.253636143961657,True,True,57,27,30,0,-3,22.947810077847752,True
6512056,3,4,22.299356930451772,22.385401982545645,0.0860450520938727,57,27,30,0,-3,22.947810077847752,True,True,7,3,4,0,-1,23.035760298622517,True
6512056,4,5,22.385401982545645,22.299356930451772,-0.0860450520938727,7,3,4,0,-1,23.035760298622517,True,True,41,16,25,0,-9,23.63635791492612,True
6512056,5,6,22.299356930451772,22.53472368492062,0.23536675446884914,41,16,25,0,-9,23.63635791492612,True,True,13,8,5,0,3,22.08795914325639,True
6512056,6,7,22.53472368492062,22.621899126578302,0.08717544165768132,13,8,5,0,3,22.08795914325639,True,True,23,12,11,0,1,21.26600588411104,False
6520935,0,1,23.260858532063047,23.886582381440192,0.6257238493771453,105,64,41,0,23,20.511679459303835,False,False,1,0,1,0,-1,25.071457336037412,True
6520935,1,2,23.886582381440192,23.260858532063047,-0.6257238493771453,1,0,1,0,-1,25.071457336037412,True,True,3,2,1,0,1,22.129412624729532,True
6520935,2,3,23.260858532063047,23.886582381440192,0.6257238493771453,3,2,1,0,1,22.129412624729532,True,True,2,1,1,0,0,24.905381291852063,True
6520935,3,4,23.886582381440192,23.260858532063047,-0.6257238493771453,2,1,1,0,0,24.905381291852063,True,True,1,0,1,0,-1,23.442797496354817,True
6520935,4,5,23.260858532063047,23.886582381440192,0.6257238493771453,1,0,1,0,-1,23.442797496354817,True,True,1,0,1,0,-1,24.739305247666714,True
6520935,5,6,23.886582381440192,23.260858532063047,-0.6257238493771453,1,0,1,0,-1,24.739305247666714,True,True,24,10,14,0,-4,23.48591118871306,True
6520935,6,7,23.260858532063047,23.635454347495063,0.37459581543201637,24,10,14,0,-4,23.48591118871306,True,True,2,0,2,0,-2,23.802451822222054,True
6520935,7,8,23.635454347495063,23.553946311600217,-0.08150803589484568,2,0,2,0,-2,23.802451822222054,True,True,1,0,1,0,-1,25.253636143961657,True
6520935,8,9,23.553946311600217,23.75728876533401,0.2033424537337929,1,0,1,0,-1,25.253636143961657,True,True,2,0,2,0,-2,26.30605586442285,True
6520935,9,10,23.75728876533401,23.260858532063047,-0.4964302332709636,2,0,2,0,-2,26.30605586442285,True,True,61,35,26,0,9,24.035982337271072,True
6520935,10,11,23.260858532063047,24.22699495128459,0.9661364192215416,61,35,26,0,9,24.035982337271072,True,True,1,1,0,0,1,23.035760298622517,True
6520935,11,12,24.22699495128459,23.260858532063047,-0.9661364192215416,1,1,0,0,1,23.035760298622517,True,True,18,9,9,0,0,24.9185900684453,True
6520935,12,13,23.260858532063047,24.22699495128459,0.9661364192215416,18,9,9,0,0,24.9185900684453,True,True,2,1,1,0,0,25.60839682797753,True
6520935,13,14,24.22699495128459,24.329388085975793,0.10239313469120503,2,1,1,0,0,25.60839682797753,True,True,8,2,6,0,-4,25.14914471627541,True
6520935,14,15,24.329388085975793,23.260858532063047,-1.0685295539127466,8,2,6,0,-4,25.14914471627541,True,True,32,9,23,0,-14,25.112009452253123,False
6541379,0,1,21.163083839914353,21.942671229406177,0.779587389491823,175,101,74,0,27,19.879456117394763,False,False,1,1,0,0,1,21.401016665958227,True
6541379,1,2,21.942671229406177,21.94334032556482,0.0006690961586421906,1,1,0,0,1,21.401016665958227,True,True,2,1,1,0,0,23.802451822222054,True
6541379,2,3,21.94334032556482,21.993125890655683,0.049785565090864736,2,1,1,0,0,23.802451822222054,True,True,1,0,1,0,-1,26.30605586442285,True
6541379,3,4,21.993125890655683,21.163083839914353,-0.83004205074133,1,0,1,0,-1,26.30605586442285,True,True,47,25,22,0,3,22.935371744132866,True
6541379,4,5,21.163083839914353,22.261370448439248,1.0982866085248943,47,25,22,0,3,22.935371744132866,True,True,4,1,3,0,-2,23.035760298622517,True
6541379,5,6,22.261370448439248,21.163083839914353,-1.0982866085248943,4,1,3,0,-2,23.035760298622517,True,True,44,14,30,0,-16,23.619699267134013,False
6559862,0,1,25.300558089344868,26.33367125795858,1.0331131686137134,127,64,63,0,1,24.642292877441466,False,False,10,8,2,0,6,25.700227195538282,True
6559862,1,2,26.33367125795858,25.300558089344868,-1.0331131686137134,10,8,2,0,6,25.700227195538282,True,True,98,37,61,0,-24,26.697359406872103,True
6559862,2,3,25.300558089344868,25.235480085244493,-0.0650780041003749,98,37,61,0,-24,26.697359406872103,True,True,1,0,1,0,-1,20.456823746288187,False
6561795,0,1,23.035760298622517,22.18225662358802,-0.8535036750344958,174,89,85,0,4,22.782676353825014,False,False,23,6,17,0,-11,23.337256285370664,True
6561795,1,2,22.18225662358802,21.973798347042493,-0.20845827654552807,23,6,17,0,-11,23.337256285370664,True,True,8,3,5,0,-2,21.62118530774708,True
6561795,2,3,21.973798347042493,21.76082759083886,-0.2129707562036316,8,3,5,0,-2,21.62118530774708,True,True,15,7,8,0,-1,21.539663871619307,True
6561795,3,4,21.76082759083886,21.47261982346214,-0.28820776737672205,15,7,8,0,-1,21.539663871619307,True,True,22,9,13,0,-4,21.139592316699556,False
6565634,0,1,24.873593449254138,26.521633876146247,1.6480404268921092,2,2,0,0,2,26.083249910956706,False,False,40,20,20,0,0,22.457307008177327,False
6565634,1,2,26.521633876146247,24.873593449254138,-1.6480404268921092,40,20,20,0,0,22.457307008177327,True,False,1,1,0,0,1,24.329388085975793,True
6565634,2,3,24.873593449254138,26.521633876146247,1.6480404268921092,1,1,0,0,1,24.329388085975793,True,True,1,1,0,0,1,24.10397754397735,True
