# gameId 895368323  WIN  scores [234.0, 113.0]
# mybuild 0:1.1.1.1,3:1.1.1.0,4:1.1.1.0,5:2.2.0.2  oppbuild 1:1.1.1.1,2:1.2.1.1  my_train t11  opp_train t2
# t  me  opp  mywood  oppwood  trees
1	33	33	0	0	14
2	33	24	0	0	14
3	33	24	0	0	14
4	34	24	0	0	14
5	34	24	0	0	14
6	35	24	0	0	14
7	35	25	0	0	14
8	36	25	0	0	14
9	36	25	0	0	14
10	36	25	0	0	14
11	30	25	0	0	14
12	30	25	0	0	14
13	30	25	0	0	14
14	30	25	0	0	14
15	30	25	0	0	14
16	30	25	0	0	14
17	30	25	0	0	14
18	31	25	0	0	14
19	31	25	0	0	14
20	31	25	0	0	14
21	31	25	0	0	15
22	31	25	0	0	15
23	31	25	0	0	15
24	31	25	0	0	15
25	31	25	0	0	15
26	32	25	0	0	15
27	32	25	0	0	15
28	33	25	0	0	15
29	33	25	0	0	15
30	33	26	0	0	15
31	33	26	0	0	15
32	34	26	0	0	15
33	34	26	0	0	15
34	35	26	0	0	15
35	35	26	0	0	15
36	35	26	0	0	15
37	35	26	0	0	15
38	36	27	0	0	15
39	36	27	0	0	15
40	37	27	0	0	15
41	28	27	0	0	15
42	28	27	0	0	15
43	28	27	0	0	15
44	29	27	0	0	15
45	29	27	0	0	15
46	29	28	0	0	15
47	29	28	0	0	15
48	30	28	0	0	15
49	30	28	0	0	15
50	31	28	0	0	15
51	31	28	0	0	15
52	31	28	0	0	15
53	31	28	0	0	15
54	32	29	0	0	16
55	32	29	0	0	16
56	33	29	0	0	16
57	33	29	0	0	17
58	33	29	0	0	17
59	33	29	0	0	17
60	33	29	0	0	17
61	33	29	0	0	18
62	33	29	0	0	18
63	33	29	0	0	18
64	33	30	0	0	18
65	33	30	0	0	19
66	34	30	0	0	19
67	34	30	0	0	18
68	35	30	0	0	18
69	35	30	0	0	18
70	36	30	0	0	18
71	36	30	0	0	18
72	37	31	0	0	18
73	37	31	0	0	18
74	37	31	0	0	18
75	38	31	0	0	19
76	38	31	0	0	19
77	38	31	0	0	19
78	38	32	0	0	19
79	38	32	0	0	19
80	38	32	0	0	19
81	39	32	0	0	19
82	39	32	0	0	20
83	40	40	0	2	20
