game_id,kind,path,bytes,sha256,cuts
893404526,raw,/home/tarstars/prj/troll_farm/data/raw/games/893404526.json,290618,260c7a4dcbe8b961f7a013f5f47d302165915c2eeaf7ec2a0c6a6a27a63c53d5,"anchor_matching,current"
893404526,trajectory,/home/tarstars/prj/troll_farm/data/processed/trajectories/893404526.jsonl,43307,b134e96338e7d8d91270039fd57ffe37ab032212d9783856e978fab38d823a7b,"anchor_matching,current"
893407296,raw,/home/tarstars/prj/troll_farm/data/raw/games/893407296.json,262922,a93e7990af835d8c11c8e92794121f8cc537d34dd210a973d924000bba8e4169,"anchor_matching,current"
893407296,trajectory,/home/tarstars/prj/troll_farm/data/processed/trajectories/893407296.jsonl,46406,8bce4decaddc3f7361e9773e009ac025c8427df0b0f8eadf26319e68dbc44449,"anchor_matching,current"
893407299,raw,/home/tarstars/prj/troll_farm/data/raw/games/893407299.json,278462,1a956830621ce32045cde3dd91fc44b97e100b2b32d88a6dae3b4a751e392288,"anchor_matching,current"
893407299,trajectory,/home/tarstars/prj/troll_farm/data/processed/trajectories/893407299.jsonl,43950,707567c0af955da0a6a4cea67a8f13d8e071c1f4e8ddb80255f20a45646c7898,"anchor_matching,current"
893412043,raw,/home/tarstars/prj/troll_farm/data/raw/games/893412043.json,295215,47f33a45838a8c53c8a4fef7c79cbeecd7ab79e20736cac0cd16dd0f9e90d1fa,"anchor_matching,current"
893412043,trajectory,/home/tarstars/prj/troll_farm/data/processed/trajectories/893412043.jsonl,52692,4fadde16cfe62ad02da009c06731895d8af6131174ea20efd3512a103b7a3ba1,"anchor_matching,current"
893412282,raw,/home/tarstars/prj/troll_farm/data/raw/games/893412282.json,258611,899986b69ffea06ace12219c4eedd3dc52e22b14ec3f1226c859f034f491e7c3,"anchor_matching,current"
893412282,trajectory,/home/tarstars/prj/troll_farm/data/processed/trajectories/893412282.jsonl,43225,4d4331b2e67a905ed4d29b73c3d50aacfafe4c888aaa16e8d300227dfff965e3,"anchor_matching,current"
893422190,raw,/home/tarstars/prj/troll_farm/data/raw/games/893422190.json,253493,07a0132d6f76cdede38b96df29535478825aa16061958915204defb883d38a07,"anchor_matching,current"
893422190,trajectory,/home/tarstars/prj/troll_farm/data/processed/trajectories/893422190.jsonl,37551,5b3b3a790f745b1a1e95974086de641f9f7760fe00df0405823e469a50b9edf9,"anchor_matching,current"
893466920,raw,/home/tarstars/prj/troll_farm/data/raw/games/893466920.json,278087,c33e050c63d2fc7ee040cdd779e1a5c33a9292acc7c0dc572508beb329cea6ad,"anchor_matching,current"
893466920,trajectory,/home/tarstars/prj/troll_farm/data/processed/trajectories/893466920.jsonl,37455,5d03c533914da465f60a6ee02d6ef10f071815cd87c2c2c81031d7785b27b9d2,"anchor_matching,current"
893469455,raw,/home/tarstars/prj/troll_farm/data/raw/games/893469455.json,292860,ac220d093686f5f96808e808c91e82c75bf16ddbef34cfe885e6f5561b93321e,"anchor_matching,current"
893469455,trajectory,/home/tarstars/prj/troll_farm/data/processed/trajectories/893469455.jsonl,37453,d633a6615b18d1645fbcf85a96a46f6b9dcfe2c26be7a32bd126b2e14e95a486,"anchor_matching,current"
893482868,raw,/home/tarstars/prj/troll_farm/data/raw/games/893482868.json,154316,76e06c1c32654cc529c119356698a82823c725928be333ad09f8f2f501798b3e,"anchor_matching,current"
893482868,trajectory,/home/tarstars/prj/troll_farm/data/processed/trajectories/893482868.jsonl,19289,09be3e87f1e3058ffb35f0a4c4047bb1c9608931b03b4f57a24537b8d47ab8f9,"anchor_matching,current"
893510382,raw,/home/tarstars/prj/troll_farm/data/raw/games/893510382.json,286564,7e114ba7302f2beece0ec252dae931cf1e23abecfcc52a7924ea525b920c5b53,"anchor_matching,current"
893510382,trajectory,/home/tarstars/prj/troll_farm/data/processed/trajectories/893510382.jsonl,36113,5a09136ee8138326c2a711cba930aeb71f356d3db17e142008582ddbb5af9139,"anchor_matching,current"
893510539,raw,/home/tarstars/prj/troll_farm/data/raw/games/893510539.json,245218,34184ce66a886780dcbc5489e38b3ace10000fb058ec37626de5f800bc7ba2ca,"anchor_matching,current"
893510539,trajectory,/home/tarstars/prj/troll_farm/data/processed/trajectories/893510539.jsonl,33673,e7e923580f469dd4353f194fc3f5b785b14521998a0b49463fad140160462f83,"anchor_matching,current"
893510631,raw,/home/tarstars/prj/troll_farm/data/raw/games/893510631.json,288368,a8bd9c6272dfc53b7c11474e1ac79b585bfb90f65e34cf624ca299c41d52129d,"anchor_matching,current"
893510631,trajectory,/home/tarstars/prj/troll_farm/data/processed/trajectories/893510631.jsonl,36608,733157afec96cfe2c25d280ffc8b6918b35427f774ca79dda1a85788caf470fe,"anchor_matching,current"
893510654,raw,/home/tarstars/prj/troll_farm/data/raw/games/893510654.json,264189,2f82e76cc17ff7c1db27a55ba27bce9c0d2490212a04960028b2c2cdd1df5ff2,"anchor_matching,current"
893510654,trajectory,/home/tarstars/prj/troll_farm/data/processed/trajectories/893510654.jsonl,36382,2003f20cbea5c8edd613e445b73c1f4d03e9d2f6b67f1115da3d70867d094236,"anchor_matching,current"
893511000,raw,/home/tarstars/prj/troll_farm/data/raw/games/893511000.json,286128,653720959983cf0eb2af23ca12357b175959c951b7e503c0489a87e9443f2d46,"anchor_matching,current"
893511000,trajectory,/home/tarstars/prj/troll_farm/data/processed/trajectories/893511000.jsonl,36512,1c59d2ac52ff664377bdb9d959154fba4bb8b1536e793ccb26323c2835f8ef03,"anchor_matching,current"
893511125,raw,/home/tarstars/prj/troll_farm/data/raw/games/893511125.json,185422,712821a0b5ffdac96e1a8c7ea7b6aa2b09e44d3efbbeb74964b8cd211018f106,"anchor_matching,current"
893511125,trajectory,/home/tarstars/prj/troll_farm/data/processed/trajectories/893511125.jsonl,27679,e89508e6b57fe6875d811d56607d3188c7363baf64b33e497ea26aa7bac1c224,"anchor_matching,current"
893511140,raw,/home/tarstars/prj/troll_farm/data/raw/games/893511140.json,272204,b1bec79a5a6c706b9d4abaf500a47ae598c1518271efb2fd58661777b153f711,"anchor_matching,current"
893511140,trajectory,/home/tarstars/prj/troll_farm/data/processed/trajectories/893511140.jsonl,36600,11846bfc02eb13205c1bfc379e68434c8296660aa7d62ce222fc76169a6763bd,"anchor_matching,current"
893511146,raw,/home/tarstars/prj/troll_farm/data/raw/games/893511146.json,217277,6ecd5e9ff58a6aa98170996d9b2e500fa09983dadeb03dede46b7ebee87d2d5c,"anchor_matching,current"
893511146,trajectory,/home/tarstars/prj/troll_farm/data/processed/trajectories/893511146.jsonl,32006,579b2c951efc96da6971ff79da7cc7fb719a89c6336ca51829d38840b5db75b1,"anchor_matching,current"
893511161,raw,/home/tarstars/prj/troll_farm/data/raw/games/893511161.json,294208,47ecfb18470032302cc2f9bb9eecdc9f24e1b7cbcc6bd01b86021d63039e66ac,"anchor_matching,current"
893511161,trajectory,/home/tarstars/prj/troll_farm/data/processed/trajectories/893511161.jsonl,37563,c7d703d63a28e0afab700239a65ac9a3678e07e18b2c9aa2ea5077e2a4d59ec9,"anchor_matching,current"
893511172,raw,/home/tarstars/prj/troll_farm/data/raw/games/893511172.json,244432,c1199d344d75a7f647b23f3bd419bf2671fa499b63aeed1531cda6309eec4725,"anchor_matching,current"
893511172,trajectory,/home/tarstars/prj/troll_farm/data/processed/trajectories/893511172.jsonl,38516,30b465adff33a91180a6c174e593acf7c90814926b19e0085e412b8340b45962,"anchor_matching,current"
