# gameId 895233226  LOSS  scores [204.0, 259.0]
# mybuild 0:1.1.1.1,3:2.2.0.2  oppbuild 1:1.1.1.1,2:2.2.0.2  my_train t53  opp_train t29
# t  me  opp  mywood  oppwood  trees
1	27	27	0	0	16
2	27	27	0	0	16
3	26	27	0	0	16
4	26	27	0	0	17
5	25	27	0	0	17
6	25	27	0	0	17
7	25	27	0	0	18
8	25	27	0	0	18
9	24	27	0	0	18
10	24	27	0	0	18
11	24	27	0	0	19
12	24	27	0	0	19
13	23	27	0	0	19
14	23	27	0	0	19
15	23	27	0	0	20
16	23	27	0	0	20
17	22	27	0	0	20
18	22	27	0	0	20
19	22	27	0	0	20
20	22	27	0	0	21
21	21	27	0	0	21
22	21	27	0	0	21
23	21	27	0	0	22
24	21	27	0	0	22
25	20	27	0	0	22
26	20	27	0	0	22
27	20	27	0	0	22
28	20	28	0	0	23
29	20	17	0	0	23
30	20	16	0	0	23
31	20	16	0	0	24
32	21	15	0	0	24
33	21	15	0	0	24
34	21	15	0	0	25
35	21	15	0	0	25
36	21	14	0	0	25
37	21	14	0	0	25
38	21	14	0	0	25
39	21	14	0	0	26
40	21	14	0	0	26
41	21	14	0	0	25
42	21	13	0	0	25
43	21	13	0	0	26
44	21	12	0	0	26
45	21	12	0	0	26
46	21	12	0	0	27
47	21	12	0	0	26
48	21	11	0	0	26
49	21	11	0	0	26
50	21	11	0	0	27
51	21	11	0	0	26
52	21	10	0	0	26
53	9	10	0	0	27
54	9	9	0	0	27
55	9	9	0	0	26
56	17	9	2	0	28
57	16	9	2	0	28
58	16	9	2	0	27
59	16	9	2	0	28
60	24	9	4	0	28
61	24	9	4	0	28
62	24	9	4	0	28
63	24	10	4	0	28
64	24	10	4	0	28
65	24	10	4	0	28
66	32	10	6	0	27
67	32	11	6	0	27
68	32	11	6	0	28
69	32	12	6	0	28
70	32	12	6	0	26
71	40	13	8	0	26
72	40	13	8	0	27
73	40	14	8	0	27
74	40	14	8	0	25
75	40	15	8	0	26
76	48	15	10	0	26
77	48	15	10	0	26
78	48	15	10	0	25
79	48	16	10	0	25
80	48	16	10	0	25
81	48	17	10	0	24
82	48	17	10	0	24
83	48	17	10	0	23
84	48	17	10	0	23
85	48	25	10	2	23
86	48	25	10	2	24
87	56	25	12	2	24
88	56	25	12	2	24
89	56	26	12	2	24
90	56	26	12	2	24
91	56	26	12	2	23
92	56	26	12	2	23
93	56	27	12	2	23
94	56	27	12	2	23
95	56	35	12	4	22
96	56	35	12	4	23
97	56	35	12	4	23
98	64	35	14	4	23
99	64	36	14	4	23
100	64	36	14	4	22
101	64	37	14	4	22
102	64	37	14	4	22
103	64	45	14	6	22
104	64	45	14	6	23
105	64	45	14	6	23
106	64	45	14	6	23
107	64	46	14	6	22
108	64	46	14	6	22
109	64	46	14	6	21
110	64	46	14	6	21
111	72	47	16	6	21
112	72	47	16	6	21
113	72	55	16	8	21
114	72	55	16	8	22
115	72	55	16	8	22
116	72	55	16	8	22
117	72	56	16	8	22
118	72	56	16	8	21
119	72	57	16	8	21
120	72	57	16	8	21
121	72	65	16	10	20
122	72	65	16	10	20
123	72	65	16	10	20
124	72	65	16	10	21
125	80	66	18	10	21
126	80	66	18	10	20
127	80	66	18	10	20
128	80	66	18	10	20
129	80	74	18	12	20
130	80	74	18	12	20
131	80	74	18	12	20
132	80	74	18	12	21
133	80	74	18	12	21
134	80	74	18	12	21
135	80	75	18	12	20
136	80	75	18	12	20
137	80	76	18	12	20
138	80	76	18	12	19
139	80	84	18	14	19
140	80	84	18	14	19
141	88	84	20	14	19
142	88	84	20	14	20
143	88	85	20	14	20
144	88	85	20	14	18
145	88	85	20	14	18
146	96	85	22	14	18
147	96	93	22	16	18
148	96	93	22	16	18
149	96	94	22	16	17
150	96	94	22	16	17
151	104	95	24	16	17
152	104	95	24	16	18
153	104	96	24	16	18
154	104	96	24	16	18
155	104	96	24	16	18
156	104	96	24	16	16
157	104	96	24	16	16
158	104	104	24	18	16
159	104	104	24	18	16
160	104	104	24	18	15
161	104	112	24	20	15
162	104	112	24	20	16
163	104	112	24	20	16
164	112	111	26	20	16
165	112	111	26	20	17
166	112	110	26	20	16
167	112	110	26	20	16
168	112	110	26	20	16
169	112	110	26	20	16
170	112	110	26	20	16
171	112	110	26	20	14
172	112	110	26	20	15
173	112	118	26	22	16
174	112	118	26	22	16
175	120	118	28	22	16
176	120	117	28	22	16
177	120	117	28	22	16
178	120	116	28	22	16
179	120	116	28	22	16
180	120	116	28	22	17
181	120	116	28	22	17
182	120	120	28	23	16
183	120	120	28	23	16
184	120	120	28	23	17
185	128	120	30	23	17
186	128	120	30	23	17
187	128	120	30	23	17
188	128	128	30	25	17
189	128	128	30	25	16
190	128	128	30	25	17
191	128	128	30	25	17
192	128	128	30	25	17
193	128	128	30	25	17
194	128	128	30	25	16
195	128	128	30	25	16
196	128	136	30	27	16
197	128	136	30	27	17
198	136	136	32	27	16
199	136	144	32	29	17
200	136	144	32	29	17
201	136	144	32	29	17
202	136	144	32	29	18
203	136	144	32	29	16
204	136	152	32	31	16
205	136	152	32	31	16
206	136	152	32	31	17
207	136	152	32	31	17
208	136	152	32	31	15
209	136	152	32	31	15
210	136	160	32	33	15
