variant_leg,leg,game_id,deployed_variant,deployed_first_mismatch_turn,seat,opponent_agent_id,opponent_submission_id,margin,win,catastrophe,initial_fingerprint,static_fingerprint,current_apple_activation_turn,apple_idle_activation_turn,banana_activation_turn,banana_idle_activation_turn,starter_base_verb,starter_base_command,starter_cell,mother_cell,starter_to_mother_turns,enemy_eta,apple_enemy_kill_eta,banana_enemy_kill_eta,apple_kill_safe,banana_kill_safe,apple_first_bank_eta,banana_first_bank_eta,apple_payback_safe,banana_payback_safe,apple_projected_banked_fruit,banana_projected_banked_fruit,bank_apple,bank_banana,actual_mother_planted,actual_first_plant_turn,actual_first_harvest_turn,actual_first_bank_turn,actual_banked_fruit,actual_harvested_fruit,actual_mother_survived
leg-02-orchard,2,897946009,orchard,65,0,6480520,40707676,-80,False,False,85977558ef7f7c2a2d5486fd2ea481f23ced449353fdd19c65347233752a5982,68d648112b2a63f3bba49a280aeb188cd8e1b28957f9e31df37eb02fad2ff9b6,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,0,False
leg-02-orchard,2,897946021,orchard,,0,6482055,40751606,-18,False,False,0394c8f85dba29ae253cb653e87cdad3987716368d14af8b2af699e3d475c300,781acc0dd0d987989268a11cf40ae37f51354a9da9c9402d75b9f127f40f1675,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,0,False
leg-02-orchard,2,897946028,orchard,,0,6483545,40757230,55,True,False,aafd97fca44046cbd36850bfc54e043403b46cbbf816e7e7c83da4bbffcac7a7,88e41c60ece4aedae233babcd245dffbeb155fb8b9c5f18e016f750c2b08b417,2,,,,MOVE,MOVE 0 6 5,6:4,5:3,2,13,33,19,True,False,13,21,False,False,143,70,9,10,True,5,14,15,44,44,False
leg-02-orchard,2,897946034,orchard,,0,6482167,40752249,91,True,False,a408619697bef9018cb6b3af3a3db6daf112611c873b20da73fc2c0080875a74,1c4415bc9c273268c6d7479055e90bd01dc5491c9e0ceba08ebd9c8892b7ceca,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,0,False
leg-02-orchard,2,897946054,orchard,,1,6480540,40709131,-16,False,False,b35543aa3139d3cfd168a40f9487ea8a715a2c82bd929f597a2904bb07fcda39,251dd7d3f37eacc0fbb87a33e164c7b1885089b8268d6faeb1dc7e30c6fa7c88,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,0,False
leg-02-orchard,2,897946070,orchard,142,1,6479863,40707957,-68,False,False,871985eae8aa50a30328051e42af36a1c996ff5db62bd3c32d5927566acaea3a,14c46137c1c663b6900419479364b0f4df08e3cf0ac32058f65b438d9e695eed,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,0,False
leg-02-orchard,2,897946076,orchard,,0,6482167,40752249,143,True,False,63fca244a7e22e45b570c7bba4862f62dec0c0c398f6efbf225adc1b03b18238,f202f266266070d2b5edf4f397bcd3a067cc3ebbab679903adf7bbe989aeb354,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,0,False
leg-02-orchard,2,897946103,orchard,,0,6482167,40752249,-5,False,False,bbbbdf1cbafe72136c0396a65d25adcf90bc1578e874d0404248493999beedd8,ce7625c77e4ca63ad9c4c478ad2ca101fbe71fd2d1c64965b945bdce0a8c2155,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,0,False
leg-02-orchard,2,897946117,orchard,68,0,6491563,40782390,72,True,False,e182ebc25868f3b98b5b7f7dc7895b43b046122e6fb16291b2cebc8a474d31a3,561bc52d17bf5504e1cc0d2714c4fd1c0bcf1cf59392f1395b74a020199fed07,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,0,False
leg-02-orchard,2,897946124,orchard,,0,6480543,40650689,15,True,False,d9760fc7832d2b2e38b1c776c5c7fa7bb6e1059c64b1b841847c3baf2c76a701,20bf5894054b2923b350fa7fe9886c567c47d2eb362097447b03f107d8cc6632,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,0,False
leg-02-orchard,2,897946132,orchard,,1,6480540,40709131,-100,False,True,2eac1b418b54eb65c410819199c197953b07803507412a91b73be1591cb5be92,879fa7955e6fa3b2465da91ad6a89474c7ce01bbe335dc6ec8de7aad67a794ff,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,0,False
leg-02-orchard,2,897946142,orchard,77,1,6482167,40752249,49,True,False,49dbe5d4ba9fdf1021ebef60ec401e6dec5e17f824ede037f02f205299b5321f,b17ab2cb5ec5887604bfaca2362dd5c7b5d67ec6efba4e4261f2c640e80376cc,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,0,False
leg-02-orchard,2,897946157,orchard,,1,6479460,40708957,87,True,False,809444c9b8c6c8132bfa1f8625e8c8527774b0d70f5f3aec8c77856feac9b313,e6e6096ab35437dc651a8738ecce3af6fc0386f974528e8aa5fec8db9da25f23,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,0,False
leg-02-orchard,2,897946172,orchard,89,0,6480543,40650689,-28,False,False,3f7fe71b4ce5b48a289fbaa9be9b951a3d16dff359a5b41f3e3bd2b46b7397af,f2705a1561496cd48726941b7817e7f6c1f0768ce8e078dedd63dea3755a7dbd,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,0,False
leg-02-orchard,2,897946182,orchard,104,0,6480541,40697858,-8,False,False,4621711cec4b062acfa05d6bba4993c0a5b53e5841cb03a619ffef030ba33215,3ed139a6a3f56e86133fcc4599b1e359bc9db9d6112a9438941d9a072050be69,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,0,False
leg-02-orchard,2,897946192,orchard,,0,6481504,40749015,36,True,False,68e26bac5e171c2497fc4378b528745502458914378157b3607b69e28b9b6026,332478fbdbd0adcd0ca6aacfe0282dbede6ecd97b247381909a148a5d851c831,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,0,False
leg-02-orchard,2,897946214,orchard,222,1,6480540,40709131,-82,False,False,35567f8c95bfd6d384467ddf485049cc2313de13e799f3c77a4c42b73210557f,94fe7d0c820e90de40c5a4345c2d091be3e737c82e86197a34dbe2227666ce2a,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,0,False
leg-02-orchard,2,897946227,orchard,140,1,6480520,40707676,61,True,False,7ea61e065f6eda1feebc05d39c071afcc2def5d2056df8cd24801a4e969722e0,2277e2081bffebe541aaba075e59316dd99b5960df79cfec8efbabcdd2be6a6c,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,0,False
leg-02-orchard,2,897946249,orchard,17,0,6479863,40707957,112,True,False,ee01a7a70a027e32e36e58440588a72465b30fb088e383b8e260c19c86227ba2,f68cbf0a0484f9630fc17c8031e4bf27ec60872e7b9f202cd5f5d5126c2bd578,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,0,False
leg-02-orchard,2,897946262,orchard,,1,6480540,40709131,-92,False,False,5d37a8edb12674330162cf9402e5c4ce16dc1f5175080b48a2f228355e027d6f,481506fa64c693aadf3d46b342671d278497843ef871b1f58880f0435c11bbab,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,0,False
leg-02-orchard,2,897946277,orchard,,0,6479460,40708957,56,True,False,f1384d801865296a6304575011cd9f2e768a67f7da16295f3ab48fae876ded30,90ee17f60f69e1bd5213c981f2e2565686fb2e39d65158955b41c1cb366ccad6,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,0,False
leg-02-orchard,2,897946298,orchard,56,0,6480543,40650689,-94,False,False,6aaf818d96c802d8457b0831710771bc0560faf6665b3437e52983a3acdd6075,666b24752c67ecb48c3cd89102c9ace71190e8c6ffbae28005b9addbc8c3499b,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,0,False
leg-03-no-orchard,3,897947090,no-orchard,236,0,6568138,41030658,157,True,False,b847a70c73d7e1e2a1d602ad51c647bceecce16dfd689ff98b76ceff001f57f6,500522ee73e7555c598cb0b348ff0e96b9728cf634b26bcd131ac6855e8477bd,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,0,False
leg-03-no-orchard,3,897947091,no-orchard,75,1,6592249,41086666,-27,False,False,25b03140ffb65161604f0031b230b93934aee6c6394ed12e642afa5875181e42,b2059566aea657b868e3fda6ea348489443d3786ce4420b1feead35b4206230f,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,0,False
leg-03-no-orchard,3,897947092,no-orchard,,0,6480516,40707262,-108,False,True,e97a0ca5e9ac1419ec39e37a365c053667d940c569bea0a4d4fa18501e9b8b99,2bb08edb5313b2586ff1fb0530893607d29f173c28d07e60ed4c139cdf2694a8,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,0,False
leg-03-no-orchard,3,897947093,no-orchard,63,0,6479750,40708706,44,True,False,613ce63bd79d1ec8daec4116e3d358f09787a5dc8f3ae5fb932da1d68d433778,06c83188f2f99204e8a6d27d3e9b24bd478f5f30a8b641ab31338d64d8245b8e,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,0,False
leg-03-no-orchard,3,897947094,no-orchard,,0,6479931,40709544,-41,False,False,14c1d8055e23a53fd0417c899fbcc82057d84d975dffcba477e198c43d62eb44,1304d063928418ea42d264c5f1a07944513f60c5c9ac5e3e68d657b982c9dee4,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,0,False
leg-03-no-orchard,3,897947095,no-orchard,126,0,6480519,40709191,107,True,False,89bbf3d229a5c3de29269794d5fd7723503cce5104cb9a7cf1ec3cbe53b7b965,fb5f67ec63e03fe5fc6953a53b0e5854ab8700532a229c44675eb40ebb92c19d,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,0,False
leg-03-no-orchard,3,897947096,no-orchard,114,1,6505289,40832072,36,True,False,f44054a950424bf03ce1c162e6655b903ec660d17821197c731d9cfc3027e510,2704ba901c0e1079f752b6b9b41dd4964748e919a45a5f78db13d632ce4239d7,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,0,False
leg-03-no-orchard,3,897947097,no-orchard,,0,6488464,40703958,-47,False,False,8ebe021f2c6e2405a6c2f00ad3b780f9d4033fe264f30806c457083190f31f26,81b458861d159610fd551d1a665fe03ea298248f435c83883de6378f17128c29,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,0,False
leg-03-no-orchard,3,897947098,no-orchard,,1,6591735,40863101,159,True,False,5b12566e6c3093d2e6d4f90ab81df89e15e73ffcf15adcafa13f4da409e60208,b14785ad71b362842e5c2b8a085d101df1aa3d759e8e277fede58030a4659d0a,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,0,False
leg-03-no-orchard,3,897947099,no-orchard,124,0,6579288,40706065,-66,False,False,c50b56ba1c32ae41bc30169fbccd064cf95bd03280726eb7040cb39d63884fb5,863b9ac2e3905bb1d9aa6ef7718ecc43e57fb10c96e30f365699f43bf0226a0f,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,0,False
leg-03-no-orchard,3,897947124,no-orchard,205,0,6591731,40709016,267,True,False,b97754a3a116972cf159a8c9950ad2fe8bb92e22b8b3b7517de6efb2d53f5282,b73fdde79534fb0c0770465b46429a5941e263fed86604e96c2847d446c6b96a,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,0,False
leg-03-no-orchard,3,897947151,no-orchard,41,0,6588475,40694252,-34,False,False,b44c0a6e3aa2e088e2db125e7dce1ac47bf576968eba23451206d749e21025ea,d81a093079bd4753225f5e121299e187dd48969e8750ccd1e9b5cb06fd3a7bec,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,0,False
leg-03-no-orchard,3,897947169,no-orchard,,1,6575565,40708668,-5,False,False,f7fa200d8e3dbc3d19aec7b5f98cd92d88212f4c98e1aac52dda0d50c69b9b76,bd66b6cfef153c7ce7a156f9d7ca6f1489e4a30e03f736ae7448681710c52512,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,0,False
leg-03-no-orchard,3,897947182,no-orchard,,0,6591735,40863101,132,True,False,2254b93a0ce7ffcbd3ee91ce6171daeb4c9dfc1a8fbdbfd9c46ad164c2c1f192,656af85b68dfdf4d19b918f285155fa392185294c389454d511f7237ca5799c8,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,0,False
leg-03-no-orchard,3,897947198,no-orchard,,1,6591734,40699068,96,True,False,d6cc26d07fbd23bcddba52b9c70ab6f7c5c1ab4c6fe48a7194060e5b785e395c,85a97b4c042d3ed02d48c63cd2853f5dbea583b6c6209ef5643d1e46f3aa020e,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,0,False
leg-03-no-orchard,3,897947213,no-orchard,109,1,6575565,40708668,-331,False,True,82b6547f8a2688a63294e137b77f0e0a2c7cf3e84e94e43fa7d1a1bbe93b6e46,e37be765b0346a1e62b605df6369b03602b2e40573ec6d5a4579c965f019b577,,,,,,,,11:8,,,,,,,,,,,,,,,False,,,,0,0,False
leg-03-no-orchard,3,897947247,no-orchard,71,1,6591737,41083824,-185,False,True,d055e9dbda7d47c32e01c45dfc5b8ac133f177c41423e0471196e716535db1c0,8131497a373ccc92df58654a38efd5102dd1c08b1092caa955638a34dc6a7adb,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,0,False
leg-03-no-orchard,3,897947273,no-orchard,244,1,6588342,40705775,12,True,False,512979dde557cff6453c19cceaaa8902976d3e2faef8cf658514a29abe4b562b,a4157d6d6afdd4d05a1392f4ecf663f3be8e8eac31a225a8b411390b11fb8d64,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,0,False
leg-03-no-orchard,3,897947295,no-orchard,,0,6589996,40707069,44,True,False,2609f6b5b7f68ef13e9107c5419d317de3ab70a679251c3c3549c2eb7d2b329d,f423e1e0529afd9b1149d09067a50a1cb3649e403cb084fef4a5fd473265cb60,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,0,False
leg-03-no-orchard,3,897947309,no-orchard,,1,6575565,40708668,-303,False,True,f0a197c1c308524a821389c1629c64737356d6fd12bc51deb98617f4054b8d5a,0bca5ed5cc3842365d530a718bc68b41a547b47129c593da46b24ce8fb18eb22,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,0,False
leg-03-no-orchard,3,897947327,no-orchard,,0,6591734,40699068,124,True,False,0de779c0b7f10fc13a2a7cc9ab46a99f711091dc09816cc8d0b52463ebf01009,533d9e0ef2a38d186689a311155f3887c854d944853b3048c52e89a4631ba39d,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,0,False
leg-03-no-orchard,3,897947342,no-orchard,,1,6575565,40708668,-135,False,True,a19351f3e018dd8a5bb2af0d37245c067aee6452d6783b4fea1e3a2eddb1cef0,76da30c2a00b55b5bf89e7c971a101e8972cfb6f668755e1cbfa4892e7b0fcb6,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,0,False
leg-03-no-orchard,3,897947355,no-orchard,129,1,6588457,40796153,105,True,False,de22c79bcffaf98575275ad4099ad9d34a7e720411608c297c58a20c90597b75,6364d9a57f6babfd8c17a3422dc798becddb810d9199bfd170e1c7e828dc2709,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,0,False
leg-03-no-orchard,3,897947369,no-orchard,,1,6588458,40689804,168,True,False,6d6fb3e1b0cbc187c44d4b22f57f1edf0ae5b0c9be9db3c0768459a460e7a108,fd3a87031a1455bf117f93217c3d7386f0f237b085de95184d75b5f2ee050fa4,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,0,False
leg-03-no-orchard,3,897947377,no-orchard,,1,6579809,40709295,175,True,False,7f2abd07861ad585c1f8feedd6d0d51957942d8f42ab7a1978654880dbecdd67,f83f091adbd9b3a1cf6e5503c9187702b4a9ff5072747b6bcc014e686fce91ae,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,0,False
leg-03-no-orchard,3,897947402,no-orchard,30,0,6553375,40708985,26,True,False,2a4313fbe2b98ca4849db02f375bd5ce5c7375f48c35cfa6024f9f7667635c92,3742d3ae8258fd9ffdfdaa98cdba176c30c0f59174a727126c4046520a26fcb3,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,0,False
leg-03-no-orchard,3,897947418,no-orchard,,1,6591737,41083824,-278,False,True,fab17172d7a2b29aa135d082620e39a8b4a45f2e1633142145d397b15c1cdc82,b3e877f1970921ff6863010a816dbfb1cf22822bc587db813ffa9f43ffbcb555,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,0,False
leg-03-no-orchard,3,897947441,no-orchard,,1,6588454,40708113,142,True,False,1ec462f05e303a338e3e2931b21756f49e2a1d0ae50a16174d12e92147bb336b,f9c75bd908c97c106a9cc3ef5b6e8092951de97dbf40bb7aaed60081a3aebd42,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,0,False
leg-03-no-orchard,3,897947461,no-orchard,,0,6588476,40848395,104,True,False,586cbfdce1d03d1c7fbff54bb1e73e802664346bceb0b98c6dc2ab4b767bcfa6,2444637bbb64cbc5c138b56399f35b850d6ed26b56a2789c58c4bf37d935b7bf,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,0,False
leg-03-no-orchard,3,897947469,no-orchard,,0,6591737,41083824,-63,False,False,ba6eac003ea6e8c88721e211a11ddec5b4e74250bba65464f529306d70adbd12,340298457bc9da603f63f9a8723469fbef574c7aed0248dbdb1a3620996e356d,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,0,False
leg-03-no-orchard,3,897947486,no-orchard,112,1,6588476,40848395,86,True,False,041c5ad2baa220d74c0483b52b947fa4c114f598cae16f3cc5bed2a8fe5aa1e8,19f2e724669769bfb0a6ac9a3ee64586dab179b1e2927040d74a1c1dabadfa51,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,0,False
leg-03-no-orchard,3,897947496,no-orchard,,1,6481176,40689817,117,True,False,8690f6e082a981a49ec175d28ec93fb68cbceaafbef9c919c7aca0ae9e3b39fa,f02ba9e73d43dbe558bfeb9b779ed93d2fc0147f7e4d9aa37deae963c4e585f1,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,0,False
leg-03-no-orchard,3,897947514,no-orchard,,0,6559646,40706861,-24,False,False,8b23fba6321138015995192dff618a3a112b2fbe4cbaeb5d562cc5392e18d52c,2d38ce38cceb186d082d8ac8853e303ef9fec770d7f817f73a1c800be1c9081c,,,,,,,,5:7,,,,,,,,,,,,,,,False,,,,0,0,False
leg-03-no-orchard,3,897947520,no-orchard,132,1,6588460,40702699,147,True,False,7a81d117222d458dc587f648efd9d7196f0197d912e833d600ede2e44d6b01a4,d5bd0c63bd87e92bf006c21666bbcaa0bfa5951671608f63e4ecf620d5f56824,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,0,False
leg-03-no-orchard,3,897947527,no-orchard,22,0,6481176,40689817,49,True,False,a1198d08d206eae93225df26522c6fe31d69a29d697c0258b168005a4945f225,9272f04d62208abeac7dbf1a27372c62523a265107e453c841c5a7931775abbd,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,0,False
leg-03-no-orchard,3,897947537,no-orchard,136,0,6480944,40707936,-63,False,False,49ff2c45ce46c00e2168eec8da26473d6c3dbb3674358bbf270ccf1a6c196ff2,5e3770424b4960f4db9ac5d588ab2493b6d6c5ef0318662016e562292919d1fc,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,0,False
leg-03-no-orchard,3,897947544,no-orchard,,1,6588476,40848395,159,True,False,b3576408c26f5ee4e433d072eaee49d229468e8575704b71f0d67589d2bbeb02,ef6a8ec81112e3f95f75eec7461b7e693072120e86ff413bf70741c38521a2ad,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,0,False
leg-03-no-orchard,3,897947549,no-orchard,,0,6480942,40701878,257,True,False,a9f1005af9ea6e0e90dd4974997890529bc33b482290b3388027ae371069977e,a97ec848b3b7571fc468e699659785fbfeb62c134c25758475fd8146d95a50b6,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,0,False
leg-03-no-orchard,3,897947555,no-orchard,131,0,6480944,40707936,22,True,False,90fc3d855902abc138a10ba289600bb627df65d4bd7bf4bb67f1fe10facbad0c,fb55393f13dad2c45e54029b4164441a7193037aa46d209d5320e3ea24098ece,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,0,False
leg-03-no-orchard,3,897947562,no-orchard,158,1,6488464,40703958,-153,False,True,a56e41714f225731cca0edd735f6e17356a964e00cd0db75c7961b93d8f9e139,5150659df604c6f5e87fbf201037dc2b3940ba38433717969cb7b9f4553f3287,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,0,False
leg-03-no-orchard,3,897947574,no-orchard,33,1,6505289,40832072,-45,False,False,ad1af9a9aa6018c73c5584f5a4bf55239e9858e3e9e2e83d1bfe86d18c3c681e,68a277ee82d2fc1f342abc88b3c2ca6b89cb03443dd1a1ad8c418c71009c571f,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,0,False
leg-03-no-orchard,3,897947580,no-orchard,125,0,6575489,40911998,-339,False,True,9f9ee24e5851f2d963b0d657fd5a5519246533d1cfd23ff0e3c068c17e08dc59,5db65381d8ef89daa87c3e936e6bb6c895f062261922e90645afba898f8a7275,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,0,False
leg-03-no-orchard,3,897947595,no-orchard,,1,6566109,41025371,33,True,False,21c8d9834882f6af8b27e91db19f1b7e64a85e7904aae8fcbccd0b88f55f45fc,adbdeb0da0e62b597b789e897c30d6a38005462527f210529bd7df204c8db75a,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,0,False
leg-03-no-orchard,3,897947607,no-orchard,,1,6479709,40709432,-19,False,False,1d96228e7a62ca83e599685ffb88f9204430fe0d89cd488886adfc42ced85e54,71c796efa31efacf5e7485a991102e7024a48c24a2818219239bb3d9fde1a4f3,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,0,False
leg-03-no-orchard,3,897947616,no-orchard,,0,6505286,40766581,-62,False,False,b355254249fb4567dea6854e914fbac70b34ffdcd54d140edf5711d0ef442f50,dce00a345759b0e68a810485c0dcdd3b38c4452b5d03c7b4a253d449dc3b451e,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,0,False
leg-03-no-orchard,3,897947642,no-orchard,,1,6575489,40911998,95,True,False,ee76640742a65c111ebff27774e455b685f2b977b9831c1f44a6a2fcf786879e,ef9cfc1884df1098173ced47b510b6d35b1ab0e2a853d1374ba4063541068dd3,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,0,False
leg-03-no-orchard,3,897947655,no-orchard,2,1,6588416,40708616,110,True,False,51b21a8d85e5b0c26d407d86fd188d3dadd98c0c382ce43972a14f68c64c6198,a7a9d347bd5fdeb54571fc38684b596ab508dbdbda88a7766a06e16d98b96691,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,0,False
leg-03-no-orchard,3,897947666,no-orchard,,0,6588478,40709436,19,True,False,999eaf123b6568b26abf824ac872617499417728ad453cc6e0fe64ca52e84f79,7a76f983e7d059170a9781d0ffc8d2a578a41335adb542d2f13cc060dd3ae975,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,0,False
leg-03-no-orchard,3,897947673,no-orchard,,0,6481176,40689817,-230,False,True,cdb98906b56f9bde1235d7c407544f4bcd7901379be259499f629bc95d8bb198,fc0af408067db20804c55e516832bb9b46d3612ac094e47a92120801a283c103,45,,45,,MOVE,MOVE 0 7 6,6:6,5:5,2,12,23,15,True,False,13,21,False,False,122,59,5,9,False,,,,0,0,False
leg-03-no-orchard,3,897947693,no-orchard,68,1,6588476,40848395,14,True,False,41a65efd961dc6cc921e17e96e07ce306db12464563930b04e6ebd3298287c14,b847bfdd5851410539a1c68956a211a63826acbd7346b4d6655c1286d301c484,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,0,False
leg-03-no-orchard,3,897947702,no-orchard,93,1,6575489,40911998,-67,False,False,e79bc7a9c2454b87dce8d2f5b9977c05fbb0618e7e59042adde60570a443048e,ac36a295c5aa54165515180d13ae6088d6d6ccec2620905f8ce5fe8413cb5063,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,0,False
leg-03-no-orchard,3,897947708,no-orchard,,0,6481176,40689817,-135,False,True,d9110f6a9ac9c2c4e19351c52303eb795562db6cc9ed4b7bf3d6634b7c8b82f4,1852487610572683b4d97d7962b499a4380277290f9b87cf6c3b3c3628e621ce,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,0,False
leg-03-no-orchard,3,897947713,no-orchard,,1,6493247,40788140,178,True,False,b0c694e0141f7657b6fc622f0fa4328a2180f7402af375d3bd181bae293f11e1,3709f7cd589f2f7e8eb880b16258edd7ca051e6396cc550a2a5c9f7936fcc014,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,0,False
leg-03-no-orchard,3,897947715,no-orchard,,1,6480996,40686030,232,True,False,541d22090d872529bf7a3d0348eac24b75eca81acf3033079d0c11d74cf694fb,a698c38e7a8674d90b860c0b69af14f3fc7ada480e4b1d0bd602862b062dcc02,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,0,False
leg-03-no-orchard,3,897947723,no-orchard,183,0,6481094,40703646,92,True,False,47047a6a3e48040a3163058244d3705150d8b23315b1729493806c2ebd6cf64f,6388c3133dc4f5bdf806e087506ee42274e1359247218c0b62a80df79bfa1e66,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,0,False
leg-03-no-orchard,3,897947731,no-orchard,72,1,6505284,40750718,137,True,False,826f476b32b011ad3703028eef6c48282e18fc81c3ddf77fe26c0d7094f0c5ac,375eee22d775eabe72b5c9f41865959be833ab5c2f49b67b8f50ab6839294b9b,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,0,False
leg-03-no-orchard,3,897947739,no-orchard,161,1,6480942,40701878,19,True,False,b9b1bd6fb7cae3a4903b0d8daeef3767fe5c3133bd06cc53f3f1c03651270ebf,cf5cc509ca2546dae8302c294fa048cee288794b7a6e3711829f5e475033e80f,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,0,False
leg-03-no-orchard,3,897947741,no-orchard,9,0,6483501,40709483,-169,False,True,a30b5525c68150d0c3e3c92d5334b0adff34801860d15f798559a192f059c0cf,a56cf59f3f996023de09003769753b5a4e72b2004e39d29e528f8b3fc2233972,,,,,,,,3:7,,,,,,,,,,,,,,,False,,,,0,0,False
leg-03-no-orchard,3,897947752,no-orchard,,1,6480944,40707936,-50,False,False,a77cd540af9036c73738a8e1b8dc7a9d6908eb1cc8aec6f4ec9a9d23a6805708,eee5b45890c89551cac4ccbf2e48dbb082c0eeafea6f9fd258b7b425d8a885e0,2,,2,,MOVE,MOVE 1 12 6,13:6,13:8,4,11,31,16,True,False,15,23,False,False,142,69,6,6,False,,,,0,0,False
leg-03-no-orchard,3,897947756,no-orchard,,0,6479709,40709432,-2,False,False,9dafd1338fa42b2bb1cd20a04f34dabf9ea5621e5d2a261c25d518a78aa0e25f,4d5c7741a0b22f1d7a5cba6a8af801237a91ab2e798df6adb04ab2881b9ae48b,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,0,False
leg-03-no-orchard,3,897947761,no-orchard,90,1,6505284,40750718,-135,False,True,4f53f06ddf86fd5602eb6ee9adace8f9d75e7b52f45d59faf6cdb199bea1ba6d,ab201fa7f5464e5562d5028bf2356deca88c1bc4e7ea11f861534d28a269826e,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,0,False
leg-03-no-orchard,3,897947766,no-orchard,,0,6480944,40707936,21,True,False,1a17c4e38653fede18fd20ca74c991c020ebd5321b504593984afbc7e086990c,9b68a8e1baf24e89c28e6dd3f55dc50942ae95acd63070a57890928f8e192242,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,0,False
leg-03-no-orchard,3,897947769,no-orchard,,0,6480996,40686030,81,True,False,0343c022ec604a5ecd137cf9c7cca525a4f6cf8eb6d537435998bd5657a113f5,21f24b845df4337daf4d6f5e400a7c5048c8dbfda2bf8b59187805ebb4713464,,,,,,,,,,,,,,,,,,,,,,,False,,,,0,0,False
